there are 81540
xy: 89.603546 380.8532
xy: 234.88974 248.14609
xy: 377.73724 116.894844
xy: 219.8861 312.43805
xy: 194.42474 474.14276
xy: 494.3461 429.9815
xy: 328.69006 64.17635
xy: 138.49866 421.3493
xy: 410.21756 199.75587
xy: 245.24289 62.178104
xy: 469.8639 27.78557
xy: 19.363998 440.93683
xy: 20.3667 110.27291
xy: 310.52426 147.82542
xy: 132.71744 264.02432
xy: 450.4485 168.47614
xy: 425.21857 246.56871
xy: 3.7770271 396.38498
xy: 460.4263 154.28987
xy: 392.59314 354.02753
xy: 219.45938 11.498123
xy: 311.2768 188.96443
xy: 279.5702 4.0116906
xy: 194.7805 460.27948
xy: 97.02212 495.89417
xy: 437.42453 457.59332
xy: 407.3579 156.76248
xy: 317.67865 362.64633
xy: 314.7993 83.31072
xy: 68.02007 417.8474
xy: 494.07605 281.46957
xy: 427.7704 360.85226
xy: 265.28662 164.33504
xy: 434.8226 305.59326
xy: 295.8567 140.35844
xy: 292.4411 342.46988
xy: 105.25602 311.3156
xy: 196.97768 120.67568
xy: 396.39575 360.59323
xy: 127.591934 298.74695
xy: 362.65216 299.99548
xy: 290.1439 373.04785
xy: 347.91232 213.53584
xy: 223.65898 143.54169
xy: 497.13214 415.80988
xy: 232.53078 460.1419
xy: 481.42612 152.12675
xy: 303.3627 427.30087
xy: 21.012724 49.50264
xy: 418.56464 78.206566
xy: 244.33896 369.09863
xy: 145.07729 69.75347
xy: 496.86426 169.23466
xy: 175.52629 484.8873
xy: 359.34192 416.56494
xy: 39.400547 157.35532
xy: 15.5874195 354.5021
xy: 306.2602 485.5005
xy: 362.83026 470.98322
xy: 133.32263 164.50906
xy: 124.53085 190.95262
xy: 491.93246 211.2549
xy: 173.29247 136.57507
xy: 156.33217 161.19662
xy: 119.05667 454.58057
xy: 282.8187 94.09806
xy: 260.55124 254.99112
xy: 415.8652 163.89969
xy: 132.93275 158.80394
xy: 462.23337 419.9171
xy: 235.26802 29.341728
xy: 295.69406 271.54733
xy: 63.028248 198.56834
xy: 328.9636 459.499
xy: 254.7836 376.67163
xy: 290.16876 103.71796
xy: 42.011826 1.8939078
xy: 406.95224 434.9555
xy: 46.15253 294.53775
xy: 359.66644 324.4355
xy: 429.09976 291.1754
xy: 257.4758 478.24475
xy: 80.13913 164.55725
xy: 98.16882 191.63936
xy: 123.37321 264.06534
xy: 438.69482 277.97134
xy: 490.97726 318.62482
xy: 362.58102 119.76993
xy: 416.78238 226.91367
xy: 230.20566 290.82336
xy: 225.85785 361.95477
xy: 125.21994 180.89908
xy: 94.67709 452.509
xy: 16.10297 214.80466
xy: 125.39169 181.1862
xy: 375.84283 298.45078
xy: 60.551853 288.2586
xy: 199.06592 382.84738
xy: 181.70578 265.4957
xy: 417.65253 106.79218
xy: 408.66534 310.96527
xy: 200.1093 337.44
xy: 94.36726 433.9952
xy: 372.90726 59.84157
xy: 93.29244 110.003975
xy: 483.8958 89.582085
xy: 445.988 293.6485
xy: 138.07997 372.3255
xy: 146.58913 81.96947
xy: 137.88351 448.6773
xy: 349.149 248.52249
xy: 405.9524 268.43274
xy: 278.39914 436.76175
xy: 325.08725 333.90326
xy: 274.19318 143.39662
xy: 202.59663 294.34933
xy: 150.80229 447.59503
xy: 424.8611 142.14554
xy: 453.47134 152.58502
xy: 170.88771 123.52354
xy: 157.80405 325.56113
xy: 373.8635 52.761524
xy: 271.78458 318.28427
xy: 69.00725 346.49683
xy: 156.2869 463.14685
xy: 120.24471 95.23764
xy: 395.05356 201.84001
xy: 142.33958 190.75096
xy: 288.1925 170.49992
xy: 208.10112 392.23227
xy: 59.65352 436.03442
xy: 170.22858 460.25937
xy: 305.8765 423.2583
xy: 316.3692 217.54471
xy: 443.3901 56.827217
xy: 85.25404 219.29384
xy: 162.67448 51.400333
xy: 86.58579 376.2286
xy: 365.75076 348.9409
xy: 112.003746 370.52643
xy: 58.94199 224.84491
xy: 287.32092 422.36746
xy: 219.85188 61.262012
xy: 374.7578 293.57986
xy: 140.17677 33.423634
xy: 279.59244 378.95605
xy: 21.411568 235.2385
xy: 379.0698 116.917015
xy: 128.30669 416.36768
xy: 367.20145 413.8834
xy: 271.11392 42.283356
xy: 180.91792 493.32434
xy: 329.82208 169.59581
xy: 438.68063 356.1865
xy: 465.88986 444.65424
xy: 418.9196 437.23215
xy: 205.15567 247.85974
xy: 333.4272 7.547468
xy: 61.925262 178.35858
xy: 200.04047 360.72763
xy: 2.5600195 83.198074
xy: 93.59563 415.43015
xy: 487.61746 6.3420534
xy: 97.298 414.3552
xy: 356.70502 161.16867
xy: 195.45457 126.30469
xy: 428.23602 405.54947
xy: 239.14972 98.661125
xy: 227.31615 131.97461
xy: 489.16574 430.08328
xy: 55.70349 332.40527
xy: 144.57343 362.92953
xy: 106.396675 284.86816
xy: 414.32217 240.1922
xy: 156.69832 457.84146
xy: 85.28736 48.667908
xy: 53.92417 281.11133
xy: 100.08663 27.629555
xy: 220.19023 275.209
xy: 337.12534 67.14019
xy: 331.38492 123.29209
xy: 203.39996 141.91005
xy: 481.55582 262.24008
xy: 216.2731 122.60795
xy: 190.10756 436.9385
xy: 286.48328 406.97403
xy: 184.58035 321.68604
xy: 282.88812 105.928894
xy: 237.07921 254.14392
xy: 185.73654 75.93742
xy: 414.93784 34.337223
xy: 34.567177 486.77484
xy: 244.77565 118.31015
xy: 178.14008 64.986885
xy: 279.15182 332.83923
xy: 305.19208 126.9699
xy: 293.50986 474.13467
xy: 308.39474 363.7736
xy: 451.5736 45.050354
xy: 430.87503 422.3127
xy: 234.90005 467.61392
xy: 0.2898276 137.3358
xy: 188.57562 361.6437
xy: 44.04232 55.73487
xy: 143.2819 457.10257
xy: 39.166866 292.8811
xy: 313.9424 154.23837
xy: 109.13536 410.76123
xy: 178.2371 228.36404
xy: 178.85223 183.68446
xy: 412.35196 207.55165
xy: 18.975824 350.97522
xy: 115.88242 114.06758
xy: 496.05884 161.90945
xy: 28.875082 331.89627
xy: 229.53156 118.5571
xy: 219.16196 441.33038
xy: 188.01233 372.3359
xy: 61.581074 490.8031
xy: 22.637636 42.949528
xy: 108.107475 469.67386
xy: 284.93564 499.77744
xy: 251.62259 12.632757
xy: 51.167606 79.31972
xy: 359.8795 236.15756
xy: 228.02975 144.39864
xy: 220.5834 154.74573
xy: 339.21652 415.72464
xy: 215.37408 494.47318
xy: 445.71725 101.19232
xy: 378.40714 254.1331
xy: 381.04898 497.74957
xy: 494.2787 220.42632
xy: 446.16937 62.55314
xy: 226.88571 429.3669
xy: 406.88123 319.87833
xy: 123.68259 457.50272
xy: 32.51633 146.18385
xy: 113.47172 295.31097
xy: 261.0089 223.96716
xy: 66.69479 93.11062
xy: 38.64375 174.49792
xy: 348.08795 414.24084
xy: 168.35701 226.93172
xy: 396.9957 488.60995
xy: 478.10834 296.2312
xy: 281.64368 234.85193
xy: 449.221 72.121025
xy: 302.84595 234.38388
xy: 196.45834 346.15222
xy: 459.12704 64.09428
xy: 478.78436 261.83948
xy: 419.7988 164.97812
xy: 18.124401 284.56128
xy: 302.42743 175.85194
xy: 377.93854 282.09216
xy: 85.20946 148.72691
xy: 483.04974 144.69397
xy: 448.453 485.19382
xy: 64.99913 74.86606
xy: 379.60852 61.305313
xy: 75.35764 143.19601
xy: 366.64276 307.25415
xy: 394.10126 48.124046
xy: 170.10329 263.29123
xy: 356.60797 476.51138
xy: 206.633 75.75756
xy: 155.37616 39.176105
xy: 299.1938 328.09012
xy: 129.57391 334.3274
xy: 481.62366 17.786562
xy: 214.45024 163.20554
xy: 68.73849 208.47049
xy: 174.97307 310.1456
xy: 175.89897 168.59492
xy: 24.375557 385.46698
xy: 253.27599 487.47705
xy: 223.21707 178.59769
xy: 175.99368 263.10437
xy: 151.7914 453.03503
xy: 39.50846 332.63333
xy: 145.99675 439.3031
xy: 64.154564 459.177
xy: 320.9335 9.971798
xy: 29.473484 261.1151
xy: 378.3997 97.86335
xy: 280.03336 31.839579
xy: 294.04834 298.39426
xy: 263.78003 327.97058
xy: 311.26 366.016
xy: 451.95688 127.34142
xy: 174.8373 317.16077
xy: 118.25594 369.4822
xy: 325.57 315.021
xy: 322.65515 381.26126
xy: 442.7451 169.7594
xy: 402.45258 469.41055
xy: 276.0367 9.027839
xy: 145.98877 185.83372
xy: 200.22598 83.469215
xy: 41.674583 367.12903
xy: 69.24516 278.47302
xy: 211.00185 138.24954
xy: 242.55943 222.97812
xy: 355.55066 93.554344
xy: 23.394526 67.48343
xy: 257.53705 213.88972
xy: 140.35657 453.38052
xy: 155.63351 203.29478
xy: 441.202 203.81102
xy: 483.68384 486.2865
xy: 58.587402 129.8401
xy: 172.11548 69.58574
xy: 275.32306 495.001
xy: 109.49263 259.06067
xy: 22.77699 304.19168
xy: 185.4679 322.3489
xy: 416.51572 250.29596
xy: 53.670765 284.16684
xy: 282.95956 442.36984
xy: 182.6613 139.10776
xy: 488.78055 164.2043
xy: 200.38802 315.4854
xy: 319.04578 340.7898
xy: 379.5948 243.51093
xy: 92.83688 474.71204
xy: 481.8537 87.13197
xy: 377.44983 414.66916
xy: 51.461994 126.859215
xy: 199.54926 426.79306
xy: 78.98757 411.8119
xy: 228.14006 406.76813
xy: 291.0021 184.30228
xy: 358.29788 330.17322
xy: 447.29263 466.12994
xy: 83.71717 331.13815
xy: 70.93373 149.26491
xy: 51.79012 399.23007
xy: 107.94655 466.9716
xy: 327.69144 123.20867
xy: 321.341 417.18274
xy: 398.4388 102.460236
xy: 205.1658 345.90503
xy: 357.82114 14.902324
xy: 145.37892 72.77179
xy: 476.1879 429.12262
xy: 220.05438 197.0098
xy: 462.19107 91.460915
xy: 287.3883 173.825
xy: 317.544 301.46622
xy: 448.43597 207.61966
xy: 210.65161 315.27405
xy: 36.35776 98.924995
xy: 104.576706 322.3769
xy: 395.5777 481.17505
xy: 362.30438 21.243364
xy: 394.6432 36.480038
xy: 274.77957 150.32912
xy: 114.24899 126.711845
xy: 260.91354 498.07684
xy: 66.95232 478.13614
xy: 133.93706 36.202908
xy: 214.21895 220.47052
xy: 114.435974 270.39713
xy: 127.8252 380.88696
xy: 160.52246 439.82892
xy: 301.0813 241.69162
xy: 432.30728 87.66007
xy: 107.18906 479.09778
xy: 477.6547 168.04858
xy: 460.20596 346.87088
xy: 224.68529 407.619
xy: 193.03784 60.18004
xy: 463.27188 140.62813
xy: 87.6508 374.57892
xy: 351.54483 334.4325
xy: 287.88568 365.7963
xy: 166.93231 195.54097
xy: 384.0285 266.4075
xy: 146.33405 34.502537
xy: 271.36475 144.2461
xy: 102.5337 290.93304
xy: 169.60748 148.68683
xy: 128.8434 106.74286
xy: 15.187383 259.0771
xy: 90.24412 47.51247
xy: 349.33682 144.32504
xy: 265.0056 228.21516
xy: 468.6628 153.98557
xy: 128.06812 302.1546
xy: 355.01935 74.4527
xy: 327.5358 130.93542
xy: 483.05862 384.71494
xy: 283.7245 211.19049
xy: 218.51855 65.51311
xy: 460.63705 91.13911
xy: 471.31863 354.9303
xy: 310.8918 450.1464
xy: 84.668785 199.02045
xy: 54.439426 128.40874
xy: 5.99581 334.94226
xy: 110.381065 205.62863
xy: 455.469 228.4151
xy: 490.40475 18.804937
xy: 42.733967 299.67105
xy: 276.4246 444.59845
xy: 268.17572 40.27742
xy: 227.62352 23.50557
xy: 119.226364 95.38921
xy: 291.02283 376.4573
xy: 49.070538 455.61853
xy: 61.743797 422.4453
xy: 120.30512 433.54785
xy: 455.1716 94.164314
xy: 351.9626 151.04848
xy: 203.21605 21.062492
xy: 18.660307 214.38792
xy: 374.79398 92.032166
xy: 485.8973 429.329
xy: 89.6022 267.49695
xy: 397.66266 203.05675
xy: 251.33163 209.90031
xy: 160.07701 284.15088
xy: 67.8902 477.44678
xy: 37.85941 116.59455
xy: 362.204 46.058327
xy: 125.65979 184.93161
xy: 257.07025 414.3798
xy: 401.93677 231.42543
xy: 454.72165 14.5943165
xy: 173.88776 254.01276
xy: 28.6718 113.90916
xy: 484.28995 187.88191
xy: 318.5451 496.7685
xy: 457.9061 20.842224
xy: 123.52568 372.88034
xy: 200.81361 250.81122
xy: 46.40925 450.56277
xy: 41.669785 215.55856
xy: 456.7076 246.0803
xy: 282.1244 383.4564
xy: 440.58664 397.73334
xy: 343.49448 107.85281
xy: 149.43555 206.46814
xy: 499.14877 105.57473
xy: 173.44249 403.4938
xy: 234.09355 206.06416
xy: 266.63544 328.43912
xy: 493.8579 236.15112
xy: 164.43816 0.38185716
xy: 469.35345 206.17267
xy: 131.95488 447.8732
xy: 9.903312 266.08176
xy: 193.06836 484.9145
xy: 386.63464 420.6856
xy: 438.1971 237.58134
xy: 418.00516 266.85028
xy: 27.471334 133.31023
xy: 370.04498 23.36961
xy: 170.46347 12.25251
xy: 109.16763 417.48703
xy: 311.83072 140.8608
xy: 494.91922 317.36356
xy: 111.733765 343.1161
xy: 85.14297 423.99567
xy: 122.19101 488.45706
xy: 494.6459 371.414
xy: 406.1807 219.27386
xy: 410.0394 312.95294
xy: 469.9376 479.3277
xy: 254.02081 271.80728
xy: 314.20554 40.018707
xy: 99.564705 304.1302
xy: 104.9467 369.22308
xy: 422.464 406.02853
xy: 404.99948 160.44482
xy: 15.120745 205.75574
xy: 246.28896 334.07816
xy: 457.72415 128.26129
xy: 497.37506 41.26835
xy: 398.81165 30.430973
xy: 347.37448 480.614
xy: 456.1036 356.5471
xy: 177.68004 273.01547
xy: 332.40042 299.73346
xy: 184.5559 207.38876
xy: 498.77182 116.75722
xy: 194.7963 354.59763
xy: 128.34752 291.1845
xy: 443.4605 466.4835
xy: 445.397 279.48575
xy: 456.54355 106.782616
xy: 464.28662 282.52734
xy: 65.70083 359.31042
xy: 136.10884 232.55467
xy: 229.24846 492.18326
xy: 453.641 165.15826
xy: 410.1164 23.955822
xy: 320.71655 494.02927
xy: 472.80676 395.12363
xy: 304.55615 131.07106
xy: 277.33057 436.0218
xy: 320.1416 298.4739
xy: 27.256548 87.1056
xy: 256.9228 485.8206
xy: 44.156998 50.105034
xy: 439.18387 482.63553
xy: 103.6984 166.5884
xy: 102.98544 3.780216
xy: 55.272015 154.85414
xy: 492.02612 55.823387
xy: 222.33847 215.40466
xy: 290.88196 121.36298
xy: 23.57167 400.96973
xy: 472.29114 164.96208
xy: 383.49734 258.37708
xy: 382.4289 158.89534
xy: 497.76123 188.56534
xy: 398.0013 254.62544
xy: 353.6196 347.5616
xy: 486.56802 172.47731
xy: 465.97925 467.9808
xy: 188.45052 78.316864
xy: 497.6337 218.03197
xy: 218.11063 463.43176
xy: 377.63693 16.441256
xy: 84.7834 338.8433
xy: 91.45552 478.23334
xy: 237.76352 214.84131
xy: 282.15747 401.8811
xy: 108.98721 122.837036
xy: 3.9931238 204.6717
xy: 13.8948555 182.18904
xy: 402.92883 134.80255
xy: 367.03656 447.31216
xy: 46.70325 108.06814
xy: 109.093544 338.2656
xy: 287.53763 439.2141
xy: 141.09155 154.59845
xy: 150.56541 126.0958
xy: 35.300644 361.2736
xy: 201.23082 144.49545
xy: 182.9354 76.07824
xy: 345.28195 376.43103
xy: 40.13723 359.45496
xy: 159.55466 411.46085
xy: 416.2462 334.85938
xy: 283.57742 373.08752
xy: 84.026695 245.58717
xy: 428.251 357.9439
xy: 378.83554 372.8477
xy: 274.66354 268.86652
xy: 242.8072 210.33737
xy: 453.7438 141.9023
xy: 187.6435 268.64133
xy: 465.25128 137.24365
xy: 323.7518 294.7347
xy: 25.927574 193.3419
xy: 89.06722 159.24998
xy: 433.9337 448.12708
xy: 114.26249 128.91394
xy: 16.474216 60.285778
xy: 265.10934 90.85005
xy: 45.328735 423.65872
xy: 391.9764 486.8044
xy: 280.50256 248.56361
xy: 1.8677115 401.6177
xy: 444.06427 382.59534
xy: 112.62023 404.5823
xy: 257.21002 490.37366
xy: 91.048416 283.14017
xy: 55.50155 494.7923
xy: 57.671368 224.47314
xy: 455.94318 72.36987
xy: 427.46863 475.98636
xy: 400.03738 70.92845
xy: 167.73254 54.887535
xy: 368.18976 190.45201
xy: 185.92697 129.72597
xy: 420.88943 106.84708
xy: 309.4988 282.89072
xy: 403.1017 275.48874
xy: 209.353 198.01736
xy: 371.462 286.75208
xy: 324.29327 435.65286
xy: 204.41446 351.8776
xy: 316.80853 345.34232
xy: 107.705444 24.986298
xy: 384.37152 363.79538
xy: 170.00476 249.14857
xy: 144.69844 213.54726
xy: 383.3235 392.23294
xy: 439.541 411.44354
xy: 161.83543 385.7416
xy: 367.4582 33.557953
xy: 451.24997 428.71823
xy: 371.11578 445.31473
xy: 263.662 383.64163
xy: 205.02159 470.46625
xy: 433.50693 394.35764
xy: 382.82333 338.31747
xy: 16.631931 452.72763
xy: 13.531149 258.64502
xy: 33.373417 443.77603
xy: 149.0038 241.90399
xy: 338.78537 304.4962
xy: 473.03967 117.62917
xy: 228.73466 42.74541
xy: 309.28882 235.81514
xy: 313.4696 316.24252
xy: 431.36118 139.20737
xy: 103.54885 161.82127
xy: 45.92106 213.87572
xy: 213.8097 268.8356
xy: 336.76465 301.50204
xy: 445.55896 392.82422
xy: 204.97119 150.14192
xy: 15.630394 223.89793
xy: 393.86435 496.77106
xy: 162.69469 134.29874
xy: 225.93427 190.97353
xy: 239.60423 489.50198
xy: 106.84556 456.2475
xy: 448.04993 383.19693
xy: 25.532364 335.49664
xy: 254.90407 147.42113
xy: 232.0742 217.54044
xy: 453.88824 451.7714
xy: 441.02567 299.44327
xy: 171.26718 279.52335
xy: 348.1752 307.95187
xy: 18.819927 101.02633
xy: 375.9295 5.4985285
xy: 144.13283 336.0725
xy: 265.8233 110.522095
xy: 229.11084 145.06268
xy: 406.75922 7.0545077
xy: 318.39267 34.501404
xy: 341.77582 438.69727
xy: 285.0245 34.267487
xy: 303.27158 31.666607
xy: 240.29872 263.64853
xy: 432.0873 170.22092
xy: 286.16507 269.53552
xy: 186.64404 225.5255
xy: 374.20145 195.49898
xy: 217.98024 381.18195
xy: 145.98099 234.57465
xy: 400.1315 90.90382
xy: 371.04504 174.148
xy: 464.5071 277.11035
xy: 394.90463 158.83455
xy: 94.961555 34.805267
xy: 448.92566 460.00458
xy: 426.9238 339.5916
xy: 134.04506 439.7116
xy: 40.57902 388.93964
xy: 162.52226 56.179554
xy: 102.604385 494.08072
xy: 356.9178 459.4214
xy: 252.82065 218.66495
xy: 457.83853 133.5527
xy: 337.36273 257.42535
xy: 265.38596 329.29327
xy: 196.20038 211.68411
xy: 231.44885 1.1892319
xy: 434.2065 242.06844
xy: 67.804634 182.22978
xy: 57.207825 426.0524
xy: 139.31915 139.57759
xy: 379.8343 77.97882
xy: 62.30098 212.68686
xy: 404.36975 181.44608
xy: 129.27815 25.585026
xy: 99.59623 263.06897
xy: 76.18898 132.76947
xy: 447.79718 397.6629
xy: 103.343636 330.07895
xy: 275.17493 168.188
xy: 53.710045 72.90018
xy: 86.039185 219.96939
xy: 251.36113 61.83809
xy: 210.90189 403.73737
xy: 258.6056 206.00641
xy: 481.28583 322.17883
xy: 435.79272 364.67734
xy: 14.411569 1.5370548
xy: 185.47073 15.286028
xy: 35.31131 345.23965
xy: 48.99648 448.63712
xy: 465.24377 377.77875
xy: 354.40323 157.3481
xy: 348.02078 11.631876
xy: 8.966655 50.63769
xy: 381.0418 320.73248
xy: 197.1544 294.89032
xy: 28.06157 54.01504
xy: 7.2581472 375.17545
xy: 55.15212 290.3324
xy: 229.80412 86.06145
xy: 90.68281 210.34041
xy: 273.6981 161.439
xy: 431.71863 125.847664
xy: 146.92432 221.27184
xy: 121.87484 167.03377
xy: 476.4911 359.64786
xy: 104.77248 332.55234
xy: 365.2608 492.45178
xy: 409.7924 476.87592
xy: 433.4534 376.46835
xy: 476.35544 458.64032
xy: 391.15607 364.62244
xy: 344.56277 138.85204
xy: 70.365875 467.0362
xy: 485.37402 179.58742
xy: 185.25034 395.1309
xy: 65.80436 203.51038
xy: 25.813251 109.41705
xy: 223.66664 78.74617
xy: 450.44113 112.01516
xy: 93.52651 459.2652
xy: 468.38275 96.26085
xy: 488.67676 250.16441
xy: 474.64713 119.702515
xy: 12.555867 462.59933
xy: 61.722668 117.957596
xy: 383.1599 252.45213
xy: 318.6139 247.60869
xy: 193.23161 398.265
xy: 85.715775 291.77744
xy: 461.5124 110.977
xy: 250.81485 495.19275
xy: 21.833986 494.35208
xy: 497.902 412.2791
xy: 139.59515 499.75174
xy: 396.44342 355.63632
xy: 183.05963 471.4867
xy: 198.28769 159.6958
xy: 130.33563 434.08344
xy: 85.55755 319.5544
xy: 183.82808 275.44345
xy: 442.80847 105.05959
xy: 40.926666 270.38623
xy: 356.62967 470.0074
xy: 32.80294 128.09846
xy: 235.96614 93.49987
xy: 469.10062 40.51697
xy: 496.0716 80.572845
xy: 293.23315 232.91972
xy: 121.539474 470.45312
xy: 465.74292 144.57452
xy: 371.74554 19.349367
xy: 108.067635 288.08698
xy: 81.77182 139.44667
xy: 89.018524 188.311
xy: 149.03793 43.50129
xy: 255.76907 292.85147
xy: 250.06836 104.66987
xy: 461.22083 279.1348
xy: 261.76517 241.31888
xy: 332.85074 480.89136
xy: 339.9892 456.72214
xy: 253.712 388.14294
xy: 246.9962 441.75436
xy: 274.88202 78.18744
xy: 94.20287 205.72757
xy: 367.60928 444.70132
xy: 242.81865 365.00952
xy: 121.557144 462.33948
xy: 161.07053 452.43246
xy: 248.28186 154.79958
xy: 91.14084 131.9874
xy: 203.39322 195.26138
xy: 113.6572 114.951935
xy: 270.25793 124.73887
xy: 83.81471 485.28473
xy: 277.72174 311.83942
xy: 336.22363 296.50842
xy: 455.8018 227.66698
xy: 439.6799 199.8899
xy: 69.86088 173.40619
xy: 216.62819 387.80478
xy: 445.20648 272.05914
xy: 102.57104 177.86392
xy: 181.70241 136.77875
xy: 499.57422 146.60147
xy: 119.75649 418.44824
xy: 405.8973 128.0213
xy: 414.42093 247.12718
xy: 275.26636 286.6173
xy: 89.35112 443.54077
xy: 58.09346 28.989792
xy: 214.6099 136.08586
xy: 400.7931 38.04916
xy: 395.93948 369.3123
xy: 265.05914 262.01703
xy: 193.8721 295.28897
xy: 177.43224 212.80739
xy: 251.20204 158.75723
xy: 120.64433 378.50522
xy: 490.7396 399.9052
xy: 336.0794 18.98846
xy: 422.32523 129.6764
xy: 164.30438 436.49307
xy: 140.77094 376.768
xy: 315.1289 221.15839
xy: 3.2494366 453.21527
xy: 226.24109 200.16757
xy: 95.771255 447.34036
xy: 450.38995 235.69482
xy: 260.43222 84.8262
xy: 354.661 246.977
xy: 86.30276 427.02426
xy: 35.000713 383.73798
xy: 21.952301 221.90685
xy: 247.22499 168.02863
xy: 153.00223 129.21805
xy: 248.80547 298.22513
xy: 186.69167 394.57584
xy: 189.32802 79.19416
xy: 381.69327 305.04562
xy: 201.2901 396.03488
xy: 366.36633 73.87835
xy: 35.541355 82.708565
xy: 164.8796 147.82562
xy: 279.9248 381.44287
xy: 437.33847 225.17133
xy: 257.36383 132.03618
xy: 177.92789 5.117297
xy: 146.6414 442.89178
xy: 371.4263 43.51935
xy: 20.371586 456.3916
xy: 202.09715 70.57607
xy: 79.17687 141.50345
xy: 135.33905 182.64085
xy: 146.92184 295.5409
xy: 448.54276 472.86993
xy: 411.1438 466.81274
xy: 196.89882 129.27461
xy: 166.75723 180.37189
xy: 137.52264 339.55264
xy: 84.9418 152.8778
xy: 252.8725 480.79446
xy: 457.17383 370.2111
xy: 265.25443 90.05964
xy: 295.00333 106.22251
xy: 198.02043 255.48244
xy: 226.85779 323.9773
xy: 247.22093 403.88696
xy: 365.37128 195.9925
xy: 87.880104 2.0765066
xy: 303.06146 239.00073
xy: 461.19318 17.532408
xy: 375.23425 196.25691
xy: 408.83755 378.04224
xy: 340.48145 238.69992
xy: 125.838844 226.92368
xy: 118.79927 350.56436
xy: 358.19934 34.474163
xy: 182.01718 228.29631
xy: 441.50555 210.82693
xy: 261.76147 349.66135
xy: 54.263412 79.61455
xy: 166.53079 266.36053
xy: 488.61707 45.12429
xy: 35.633118 474.708
xy: 141.7974 92.68484
xy: 196.79436 19.221842
xy: 26.092201 47.86801
xy: 493.32352 260.37662
xy: 131.8673 125.056656
xy: 352.00296 475.13605
xy: 57.294964 380.66376
xy: 234.61623 274.8939
xy: 16.620546 356.74594
xy: 253.54785 95.59548
xy: 334.24597 133.20464
xy: 98.56716 497.38904
xy: 229.41246 72.79709
xy: 270.18555 472.2773
xy: 352.17377 434.67297
xy: 111.352684 296.83545
xy: 378.57428 386.3295
xy: 479.30542 339.86572
xy: 345.95673 468.245
xy: 472.72473 181.42413
xy: 369.15787 162.85178
xy: 84.68884 467.34573
xy: 337.604 113.07985
xy: 61.98436 292.38358
xy: 41.15045 393.90585
xy: 227.97072 13.355613
xy: 399.64752 301.94208
xy: 345.2638 62.061073
xy: 294.9394 327.1852
xy: 320.95447 384.7972
xy: 493.16238 62.00272
xy: 169.91121 42.50586
xy: 345.21652 484.97824
xy: 168.99818 482.14294
xy: 11.108905 101.38291
xy: 238.90082 137.84653
xy: 243.04622 293.11984
xy: 251.8819 449.74045
xy: 7.7841578 214.64854
xy: 68.445656 341.42935
xy: 132.48303 398.59232
xy: 77.88089 174.9044
xy: 23.395687 206.73433
xy: 445.3686 86.98604
xy: 362.90802 375.4965
xy: 29.212772 295.69907
xy: 419.11636 476.66965
xy: 317.29114 472.025
xy: 61.164497 406.32367
xy: 72.591606 384.05212
xy: 222.453 359.99872
xy: 168.32883 401.1906
xy: 78.608604 178.28917
xy: 117.31392 268.20474
xy: 145.35785 301.93158
xy: 255.73584 127.51126
xy: 367.3496 152.94572
xy: 165.11804 146.49057
xy: 178.23645 422.03247
xy: 108.819756 240.2572
xy: 307.24152 51.377563
xy: 210.9997 223.04967
xy: 481.851 35.645844
xy: 420.4523 359.5557
xy: 300.59616 346.9822
xy: 122.23247 65.32183
xy: 196.09245 217.28096
xy: 393.63004 149.9609
xy: 75.12355 273.17984
xy: 444.03436 243.02682
xy: 259.69193 26.819736
xy: 240.7931 257.85242
xy: 87.26675 334.3464
xy: 254.6368 58.82761
xy: 388.16403 70.68202
xy: 371.98923 410.83694
xy: 197.88107 54.849297
xy: 319.9549 321.98566
xy: 488.6236 136.97743
xy: 349.4737 191.25316
xy: 400.12033 213.2709
xy: 378.6234 148.05585
xy: 499.58807 226.19235
xy: 430.96545 410.43082
xy: 315.42578 86.7379
xy: 421.855 190.03177
xy: 431.4782 397.10464
xy: 471.53278 65.53095
xy: 437.6754 273.73065
xy: 319.39258 19.340336
xy: 249.24913 461.38913
xy: 104.96119 56.59455
xy: 197.83461 472.8297
xy: 82.77094 78.698395
xy: 182.4344 189.7704
xy: 479.46072 177.85344
xy: 341.861 169.56264
xy: 450.16675 223.08128
xy: 69.856316 337.60004
xy: 379.6972 374.407
xy: 363.15012 23.847431
xy: 323.30984 349.91806
xy: 446.35458 458.37885
xy: 327.3873 373.04504
xy: 307.47003 356.48502
xy: 386.24304 495.11487
xy: 257.10767 150.01529
xy: 216.07608 54.29709
xy: 173.11641 4.735261
xy: 488.16104 37.622242
xy: 341.4683 70.50461
xy: 202.21826 331.71515
xy: 361.9319 454.2193
xy: 78.123566 312.00015
xy: 162.70872 267.23422
xy: 444.31525 343.94672
xy: 197.86662 57.220875
xy: 138.13097 475.79745
xy: 172.66708 87.26397
xy: 354.61237 445.33115
xy: 418.91876 315.91837
xy: 172.86523 416.5514
xy: 191.01042 174.70003
xy: 303.7404 301.55328
xy: 265.5774 143.16014
xy: 379.34265 311.82565
xy: 247.67673 315.67618
xy: 197.68918 358.3141
xy: 334.302 213.10324
xy: 137.7888 174.94371
xy: 484.03165 161.47516
xy: 28.630077 53.028225
xy: 238.10605 479.36722
xy: 436.23978 328.9375
xy: 433.3721 145.96692
xy: 386.35794 382.2352
